,video_id,comments
83,_fj95UvnSI4,"['Wow', 'Expectacular', '🎉🎉🎉🎉', 'beautiful super good', 'Super cute', 'Perfect', 'Thats beautifull', 'Breathtaking', 'Hermosas!!!!!', 'Wauuu!!!!!', 'Nice :)', 'Una magnífica #ObraDeArte 💎👌', 'I’m the bride of Christ where can I pick mine up. I live 200 miles from Los Angeles.', 'First 💙']"
84,jve7lxWvoEk,"['Good..', 'That video looks cute', 'Wow! Such beauty. 2022 really is Golden', 'Un aroma exquisito!!!']"
85,GUtEL0iDdG0,"['Is she rapping', 'Hi', 'Cool girl!!', '😭💗']"
86,y1rFXfU5jBQ,"['Very good', ""It's very interesting"", ""She's so pretty 🥺❤️ natural beauty"", 'Love']"
87,zdfL9J7kAEc,[]
88,oiyO6Xwypyg,"['OMG 😍', 'Second 🥈🥈😂😂', 'stupendo!!!']"
89,TOcFh0x0_oE,"['Damn, these boys are hottt 🔥🔥🔥', 'Sehr speziell 👍🏼🤩', '🖤🤍', 'Ah moi aussi je me couche tôt et ça marche : pas de cernes …..', 'first', 'Gorgeous! I mean the men!']"
90,m1c01xES04k,"[""Such beautiful models, Peter's work highlights their beauty so well!"", 'So beautiful  makeup . 😍😍😍😍 like so much .    Jisoo new Dior show date ????', 'FIRST']"
91,Ri_m_BCWjjA,"['Ace', 'Jisooo yaa.... i love u...', 'JISOOOOOOOOOOOOO💜💜💜', ""Can anyone tell me or help me who's the voice behind this 'Diooooooorrr', 'Diooooooooooooooooor Addict'? Cuz I can't stop singing it all over again. 😭😖"", 'PERFECTION', 'Queen', 'Jisoo is the human dior', ""it's incredible how my life can change in five fucking seconds :)"", '🥰🥰🥰🥰', '❤️❤️❤️', 'MISS DIOR', 'MISS KOREA', 'So beutifull', 'Jisoo looks beautiful ❤️❤️', 'GORGEOUS', 'Ahhh yessss THE QUEEN❤️✨', 'jisoo ❤❤', 'Defenitely stunning', 'Cómo le queda tan bien ese color😍😍😍😍😍😍 tremenda embajadora', 'Love u jisoo']"
92,mQP1sgBOwc0,"['Man like Richard', ""È il mio profumo preferito da regalare! L'ho regalato più e più volte! 🔥🔥🔥"", 'DIOR IS THE BEST 💪']"
93,boM1xxp03fU,"['Bloody love you Aadam. Well done.', 'Dior this is absolutely incredible 💫', 'Great stunts', 'CHRISTIAN DIOR DIOR', 'S U B L I M E', 'Dior è sempre il top! Adoro 😍❤️', 'Diorrrrr', 'TRES BEAU MODEL SPORTIF', '❣️']"
94,bleSgtaNFOk,"['I like this i like one for me......please', '💕 🇿🇦 she’s looks beautiful, so happy for her success', 'Cette femme est magnifique ! et la robe 😍', 'GIRL!!! We are so proud of you.', 'Yesssss Home girl', 'Nice video', 'Thuso ❤️', 'love ha', 'Flying South African flag very high sis ❤️❤️❤️❤️❤️', '💛🧡', 'Gorgeous', ""she's gorg. i love these kinds of vlogs!"", 'This gown is so elegant and regal. She is glowing. Dior never misses. Looking forward to seeing her work in The Woman King.']"
95,XKpgkYtGv_E,"['Wow    👏👏👏👏👏👏❤👑', 'Bru', '❤️', ""Top! L'ho regalato più e più volte ed è sempre un regalo perfetto! 🔥🤩"", 'What a nice fragrance ❤️👌', 'الافيو ديور', 'I love Dior!my dream is to visit them!']"
96,tEEPN7HmJ6E,"['I want that briefcase', 'Love this, so elegant and understated.', '⭐⭐⭐⭐⭐', 'Very Nice', 'Where i can find the background sound ?', '👍😁', 'Jamil        👏👏👏👏👏👏👏👏🔥👌👌👑', 'AMAZING', 'Adoro! 🔥😍', 'Is it coated canvas?', 'its a really great print!', '🤎🖤🤎', '😍😍😍', '♥️♥️♥️', 'Beautiful and fashionable 🥰✨', 'Very stylish', '♥️', 'very nice!', 'Obsessed with this motif', 'Love Dior!']"
97,K8kzbASWFsw,"['Very good', 'Wow   👌👌👏👏👏', 'The perfect lipstick! 🔥🔥🔥🔥😍❤️', 'perfect', '❤️', 'Diorrrrrrrr', 'Super !', 'Beautiful, Amazing & Gorgeous!!', 'Christian Dior, Dior, I’m up in all the stores.', '✨That lipstick looks FANCY ✨💄💅', 'yas 😍']"
98,xfobruT6pE4,"['Anyone please tell me, who is the singer of Diorrrr ulalallala~', 'Diorrr lalaaa la la 😂', 'So beautiful!!', 'pretty']"
99,qtLDLlqN43s,"['Gorgeous 🥰', '🥰🥰🥰🥰💄', 'oh my lordy lord she’s stunning', 'firstt', 'Première a commenté', '💄Amazing 🥰', 'I stan']"
100,Stdg0EymxPk,"['💄🥰🥰🥰', 'YES.', 'I love the ""DIORRRRR""', 'Iconic']"
101,Vpozma3GnGw,"['Dee Lite style. Lady Kier created the song of this video...', 'jichu😍😍❤', 'dioerrrrrr', '""DioOoOrRrRrR""', 'OMG Jisoo....', 'Diorrrrrrrrr', 'why am I so obsessed with this ad it’s the ladies voice bro😭😭😭', 'Dior always has the best ads 😍', ""I'm so proud!"", 'Diorrrrrrrr', 'Everyone talking about jisoo but Im here wanted to hear “Dioooooooor adiksyoin”', 'an ad that i want to see it again and dont want to skip everytime it appear', 'Jisoooooo', 'how do you say D E L I C U O S E', 'Jisoo❤️', ""these three women are gorgeous in Dior.  I love Anya's earrings!"", 'Dioorrrrrrrr', 'I love the campaign 😍\n\nHowever, I just want to get it out there. The music reminds me of Angelo of SNL, with all the ""How do you say?"" lines. Haha I love it more now!', 'Jisoo 💜💜😍😍😍', '💜💜💜😍']"
102,-HtVpPr7t_M,"['So wonderful that they are for planting!', ""Dude it's jisoo fav. Flower!"", 'C’est juste incroyable', '😍', 'What is the beautiful  flower  called?']"
103,y8ctrtSfoxs,"[""La perfezione e l'eleganza! 🔥😍"", 'WoW 🤩', 'Nice']"
104,ObLi99ND3qQ,"['It is so beautiful and out of this world!❤', 'BELLEZZA ❤🥰😊❤', 'I want jisoo unnie to try this..☹️☹️..', 'Sublime !', 'Bagay to kay JISOO🌷', 'I love this dress hope I will try this on me', ""I'm so in love with this dress😍"", 'Trop belle', ""Christian Dior ❤️❤️ I can't stop love you ❤️❤️ elegance, brilliance, amazing craftsmanship 🎉🎉👍👍"", 'Quanto mene può fregare rossi monni e cosa fatte vedere che siette vere io so chi siette per soldi e viaggi', 'I want the miniature version of this dress for my barbies.', 'Love the dress', 'It reminded me of Jisoo', 'What a beauty!!!!👍💋👏', ""It's so beautiful\nLooks like a fairytale"", 'It is so heavenly! Absolutely beautiful !!💕💐', ""I'm such a sucker for flower dresses 🤣"", 'I am in love with that dress', 'Beautiful! ❤️', 'Wishing JISOO to wear something amazing and magical dress like that...']"
105,84I2cr8V2mE,"['Très exeptionel ❤', '💘🌸💖🌷🌸💘🌷💖🌸💘🌷💖🌸💘🌷💖💓💝\nExquisite✨', 'Everything is beautiful about this fragrance. \nI love ❤️ it!', ""Please Dior's staff put on sale again Miss Dior Cheriè ❤❤❤Thanks💋💋💋"", 'Bring back Miss Dior Cherie 🌸💞🎀', 'Sublime!', 'First baby']"
106,O3nzfhJgY9o,"['🌺💕', ""J'ador miss dior!!"", 'Dior baby', 'Love Dior!', 'Un aroma exquisito !!!', '<3 Thank you ~', '🌺🌸💗', '💕  Dior']"
107,9QBueeRif5U,['Kohei❤️']
108,lrZ0JUnyY6A,['🏌️\u200d♂️👏🇧🇷']
109,w6roH4y58TA,['oh oui monsieur']
110,D5nr7NrQmd4,"['I looooooove me this cleanser!!! 😍🤤 so beautiful on the skin and doesn’t strip 🙌🏼', 'A tennis player and super star ....Good luck Emma !', 'Brilliant Emma', 'First mee']"
111,83MUxZlyY-I,"[""What a beautiful soul. I'm so proud of her sobriety."", 'She is SIXTY??????? WHAT.', ""In her 60's!!!! oh but how is she so gorgeous!."", 'What a gorgeous woman!  I love to peak into the bags of iconic women!!', 'I want a lady door bag as my next lux. Bag. Can’t decide what color though. Like the one Elle was show casing. Which size was it?', 'Absolute goddess...and that bag is a work of art!', 'omg Janine from Friends!  I thought she was an actress :o', 'Oooh i will be posting a whats in my *40$ not *4000$* bag soon on my channel. One day ONE DAY I will have a luxury bag 🥰🥰', 'So cool!', 'Love her! Beautiful inside and out and totally awake when it comes to what’s going on in the world these days! 🙌', 'Omg a new found respect for this women.  Good eagerly here', 'I loved how sincere she felt, and that real size bag!', 'Absolutely stunning. She truly is the epitome of grace and style. Can’t believe she is nearing 60👌🏻', ""I notice how all these beauties never carry a brush, mirror or tissues let alone extra makeup!  She looks gorgeous.  Why doesn't she just keep her photos on her phone like everyone else?"", '""im nearly 60"".....whaaaatt ?!?', ""She's lovely even without makeup. Wonderful genes. I never knew she had an alcohol issue, she was always so into health. Well goes to show we all have some demon to battle. 18yrs you champ beautiful Elle. Love your Aussie family. Xxx"", 'She’s so natural and lovely lady', 'A gorgeous human and fabulous woman ❤❤', 'She is a goddess', 'Love, love, love love . Thanks.']"
112,_-QbGfIeNSQ,"['Music ?', 'Elle est vraiment géniale la tenue quand même.  *^*♡', ""I like the proformer's hair style and color choice."", 'La chanson est un tease du prochain clip ??', 'CHriStian DioOrrr', 'Trop hâte de voir ça en live dans peu de temps et de savoir fièrement qu’il porte du DIOR 🥰\nLa tenue est magnifique ✨', 'Le tenu de travaille en même temps ninja et science fiction, le tenu parfaite pour Orelsan !', 'Jisso a love you  🌸❤', 'Very good.', 'Love from bali 🙏🏻', '💫']"
113,l01S3dLHEus,"['Chateau-dress!', 'The Gallery Wall… wow!', ""Wow... it's a fashion theme park!"", 'This was very interesting to get to know a little bit more about the history of fashion, thank you!', '💐👏🏽👏🏽👏🏽', 'Beautiful', '🖤', 'Excellent.', 'Absolutely marvellous 🤩', 'DIORRRR 💖💖💖💖💖😭😭😭😭', 'Just wow', 'Em português o que significa isso', 'The amazing Montaigne', 'Hai, alphabetical dior', '❤❤❤❤❤❤❤', 'May favorite bag', 'I love Dior but no have money to buy bag Dior🥺', '❤']"
114,ZPt9ADGFTdA,"['OMG! This is so interesting! Beautiful 😍!', 'Not modern - timeless!', 'She did her homework. Plus she be a nerd. 💕 #Charisma', 'Her hair is amazing', 'She actually looks like a Barbie doll ❤❤', 'She suits Dior so much! She is so elegant', ""I'm visiting soon!"", ""Perfect timing!!!! I'll go visit this summer 😍"", 'I like her personality', 'This dude looks like a French Harry Potter lol (a good thing btw)', 'Is this place accessible to public? I wanna see it soooo baaaaad', 'The Goddess.', ""What an amazing tour. If only they'd shown some gloves!"", ""the reason why I clicked is because of the lady's hair and outfit. Very stunning"", 'Knowledge, Beauty & Wealth helps one to have a happy life...', ""She's so knowledgeable. I could listen to her talk for hours."", 'The way she walks and talks is so captivating.', ""I love Anja still keeps long hair and didnt make her cut it for the Queen's Gambit 😍"", 'Anya 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍', 'This feels so genuine, like someone who really cares about something, not just pretending..']"
115,sU6wuKyE1Lw,"['わあぁぁぁぁ😳💗', '👍🏻', 'This why I like Dior they are so talented and artistic', 'Wow...  Want to visit here❗🔥👑', 'Wooooooooooow  sooo colour fool ❤️', '🤩😍', 'Supertr', 'Omg the best', 'La musique est très belle...', 'Incroyable!', 'That is beautiful', ""It's so beautiful.. I wish I could visit it and have that saddle bag!!"", ""I'm in love with this masterpiece of art."", 'Dommage que cela va trop vite je peux pas apprecier les masters pieces quoique j ai vu le chapeau qui revient a la mode cette année 2022.', 'C est trop beau merciiiiiiii ouiiiiiiiii', 'Que hermoso', 'Completely gorgeous', 'So beautiful! Music adds drama 👏🏻👏🏻👏🏻', ""That's cool"", 'Nice']"
116,xM4UN_R9XOc,"['Random English Comment', 'Simplemente Magnifico!!', 'La musique est magnifique...', 'C’est un rêve pour moi de passer devant cette galerie emblématique! 💭❤️🤗', 'Stunning!! 💗💗💗', 'Wow😍😍😍😍😍', ""🔥🔥🔥🔥🔥C'est vraiment magnifique."", '30 montaigne looks better than everr indeed something the world has never seen', 'amazing']"
117,K8sw4fY_Tzs,"['This is fabulous, I love it. Very beautiful new design, definitely feminine but more mature than playful square Lady Dior', '🧡🧡']"
118,jkGMMxjKFuo,"['It’s so huge and it really looks expensive', 'Jisoo went there and took pictures :)']"
119,qbFqWDWhEMQ,"['Jisooooo 💗💖💓💓', '1M soon ❤️❤️💓💕💖', 'Jisoo real queen 👸👑🤑😻💋😍💎💍', 'Jisooidol', 'Such a kind gurl I love how she treats to blinks', 'I love you Jisoo 😍😘😍😘❤️❤️', ""She's so beautiful and humble 🤗"", 'Jisooyaaa', ""Almost 900k views, let's make it reach 1M ASAP!!!!\nLOVE YOU JISOO\nTHANKS & CONGRATZ DIOR"", '지 수 클 라 쓰', 'No matter what situation she always put a smile on her face for everyone love u Jisoo', 'Kim Jisoo💜🖤💋', 'Kim Jisoo, the main event', ""She's the moment."", ""We all live in KIM JISOO's World."", '💛💛💛💛', 'Epitome of beauty and grace. 💖🖤', 'Thank you for having me Dior!', 'We love you JISOO', 'Dior Princess 💜 #Jisoo #Dior #DiorBeauty #DiorAW22']"
120,3eSSWsDi2CI,[]
121,ajkm6iBuw0U,"['So amazing,interesting technology,future view,', 'Cool', 'Bellísimo ❤️❤️', 'Dior perfectly combines tech and elegance.', ""Where's the beauty? Unfortunate."", 'The new style 😎', 'Dziękuję 🥰', 'And sew it begins.', 'BRAVA! Viva DIOR💜', 'that is 🔥. adaptation is the long run for fashion houses', 'Pls make for hot weather too', '👍👍👍🤩🤩🤩🥂🥂🥂', 'Love this collection, sure isn’t the Couture show?!', 'Ok Dior it’s a genius….this collection is AMAZING', 'Great job💜', 'Very good 🤩 💕 👏👏👏', 'Amazing and beautiful combination of fashion and technology innovations. Brilliantly artistic ❤️❤️', 'First coment']"
122,-eB0lIi7otk,"['Rihanna  baby bump 😘❤️', 'Anya 🥺💖', 'Yara Shahidi💗💗💗', 'Jisoo 😇😊', 'Jisoo❤️', 'Jisoo', 'Rihanna ❤️❤️❤️', 'Rih looking stunning as always 🌹❤', 'The comments full of jisoo!!!!!!💖💖💖 yazz our Queen', 'jisoo ❤️', 'Rihanna 💜😢', 'Queen Jisoo 💅', 'The concept of this show and the collections are just brilliant!', 'Jisoo the brightest✨', 'i love everything about jisoo', 'Jisooooooo!!!!!!', 'Jisoo 🤩', 'Everyone is here just for our queen Jisoo i think😅', 'Jisoo 💝🖤🇮🇳', 'JISOO turtlerabbit kim 💗']"
123,R6ynhlmcTAE,"['Nice video', 'Good video', 'Good', 'Cool', 'Nice', 'Good video 👌', 'Wow 🤩', '😍😍', 'Wow', 'Nice', 'Wow nice super super', 'I like it', 'Love it', 'Please make a little bit longer video please I really enjoyed your video .but  it ends very quickly sooo please make longer ones', 'Woah.. Now I understand why designer things or some things in the world is sooooo pricey and expensive..😅😅😅😅because It\'s just soooooo pretty, made with the finest efforts..Hmmmm.. Make sense..""🤭🤭🤭🤭.. 👌👌👌👌👌👌👌👌👌👌❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😊😊😊😊😊😊😊😊🎉🎉🎉🎉🎉🎉🎉.. Let\'s move on to that.""', '0:06, 1:00 What are the paints called?', 'Beautiful', 'I wanna all', 'I am speechless..the impeccable beauty..absolutely incredible', 'the painting is marvellous and to see it transformed into fabric and embroidered on wool? - just stunningly beautiful...heaven ❤']"
124,djGJSzkGY5Q,"['Cool', 'WOW 😳😲']"
125,-JYwuXGQhFE,"[""Dior is the one channel that is so fun to watch as being a designer channel ✌️ it is so good and fun like who wouldn't love an ASMR from Dior \nLoveing it , expecting more of these videos...""]"
126,k1WAlMI_ckk,[]
127,TzIRuA-UKpY,"['Song?', 'JISOO 😍😍😍❤️❤️', ""The guys look good like how photoshoot is did also 💕 pink/mauve colour.& silver outfit sweet I'll wear that 💃🧑\u200d🦱"", 'Purr']"
128,gb8acWaGLxw,"['Noway all of that fits in her bag', 'Tennis rocket is in bag😂😂', 'Great acting when she pulled the tennis racket out! Gotta love her!', 'o emma! thanks dior!', ""She's so lovely"", 'but how cute she is', 'I liked her', 'She’s absolutely adorable. I don’t like tennis but I’m rooting for you! I love the fresh face and the simplicity of her look. Great job Dior. She’s an excellent ambassador.', ""She's looks a latina teenager"", 'This is a beautiful Mary Poppins bag 😉😍', 'What’s the complete name & details of this white Lady Dior bag? Please help. So beautiful.', ""What's inside with Jisoo please 🥺🥺😊🙏🏻"", 'I think they should also invite jisoo for an episode', ""This is like Hermione Granger's bag"", 'Beautiful handbag, and certainly can take a lot of things.', 'Linda', 'A racket inside???', ""Magician's hat that bag. I need to get one for my mum too.  Emma est très chic, non?"", 'Excellent ambassador for Dior.', ""See? I've been telling people she's the real life Hermione Granger.""]"
129,y5Cm8b4pN-s,"['Weird... \nAesthetic, but weird.', 'amazing', 'Amazing', 'looks perfect', 'Gorgeous']"
130,7vyn74jOX_s,"[""dior's unique designs are truly inspiring""]"
131,DT5Qkp5dyDY,['Is that costume jewelry or real gold?']
132,lqFd-qM9_YY,"['Very beautiful!!! 🌹🌹🌹💕', 'WONDERFUL!!!!!', 'Stunningly beautiful, love the colour!', ""Beautiful dresses and jewelry I'm going to try the perfumes"", 'I have side effect of making Rosè my bias in Blackpink', 'Beautiful Brand', 'Beautiful', 'I’ll buy iyt all yahweh. Me', 'Yahweh nm', 'Hai']"
133,UsI7-KC6LSE,[]
134,eB5Ec1Aq8RQ,['Why are u upload this..💔 this is not match with dior']
135,fKdmprXb6W4,"['I hope be model too like him someone tell me how 🙏🙏🙏', 'Bravo un jeune modèle que je suis passionné audacieux Dior un homme a connaître superbe boxeur bravo younes 💪🤩🤩❤️🥴']"
136,L-T917K1Kic,['Oui agir ça parfois la meilleure issue!!']
137,NxD1vxO1XSg,[]
138,svT0osaZh5w,"['Nice creative work dior. Keep it going!', 'Dior 💖', ""I'm gonna choose the 3rd one 💚💚💚 lots of love from India"", ""All these models look amazing, I can't decide!"", '🙏🙏🙏 please gift a shoe today vis my birthday', '🤍 CD', 'Gift me a dior shoe please']"
139,1OHDzs4N89I,"['목소리도 완벽하다', 'Your narration sounds like peaceful music. I checked a loop to listen to this forever.', 'He looks so smart and chic with good figure.', 'i miss him<3', '멋있다 정말', ""He's so tall and good looking and also a great actor 😍"", '♥️♥️♥️', 'Proud of you, Nam Joo Hyuk!', 'I suddenly need a dior item after listening to nam joo hyuk speak so passionately about the fashion week.', 'Why no Chinese subs???😢', ""Nam Joo Hyuk  if you know so much !!! You are the best Nam Joo Hyuk ♥ It's you the most handsome man in the universe !!!  I wish you the best"", 'Wow he explained the collection so well. He sure does know a lot about the brand. Good Job Joo Hyukah!!', '👍👍👍👍👍', 'It\'s nice he is actually knowledgeable and seems to genuinely like fashion. He\'s not just saying nonsense like ""I want this"" or ""can I have this?""', '디올은 그레이지 🤍', 'he should be the mens ambassador', 'living dior', 'he has a calm aura... i love it', 'Do san es superior💫', ""There's something about his voice just makes everything soooo intresting!!!!""]"
140,IJJXfoLvNrM,"['looks like wearing cockroach', 'Stunningly BEAUTIFUL!! Dior 💖', '😍', 'Wow']"
141,nolBf7i3FgI,"['Best day!!', '---', 'She has such a beautiful attitude', ""Can you provide? \n\nArea The World \n\nIn update Beauty \n\nFashion Statement \n\nOn August 23 2022 \n\nWomen, Trans Women, & Brest Individual \n\nBras\nNew Design \n\nThat's more comfortable to the body. \n\nHave\nPocket \nseamlessly \n\nIn Bras under T Shirt, Top, & Sweater\nKept Smartphone protected"", 'Thank you', 'All Clothing in World', 'Un charisme fou  et on a envie de penser l’ avenir comme ça , cool, sauf que jene pas y arriver', '👍👍👍', 'I love Christian Dior you can gift me anything please please please please', '🖤💗']"
142,DxgWYtJodEs,"['Wow the artwork is amazing!', 'I love the fact that Maria Grazia creates many projects that include collaboration with artists and artisans from many parts of the world reminding us that luxury brands can move forward by bringing the world and many cultures together.', 'Troppo bello', '---', 'absolutely stunning 🤩', '❣️', 'The meaning of the word “dior” in Dinka language in South Sudan is a plural for “women”', 'I love how Maria is so respectful of the artists that she collaborates with. There is a reverence and admiration for their craft. She understands how it elevates her vision. What kind of timeline are they given to create items like these giant canvases? Weeks? Months?', 'Precioso !!!', ""👏👏 we appreciate all of Dior's designs and everything"", 'so proud to see Indian people in dior ♥️♥️❤️❤️', 'Did I say I might do a tiny bit of ‘embroidery?’ Or something quote unquote would of loved to do this project', '❤️❤️❤️', 'This is art work make me feel ""Freedom""', 'I really ❤️this, thank you', '1st', 'Beautiful!', 'I love it', 'Most coolest thing', 'Beautiful work']"
143,Dblln64lnXc,"['---', 'Công phu quá 😮', ""E gap yo'"", 'Maravilhoso', 'نبي مجموعه جديده لسيهون✨', 'حنا نحب سيهوني😭🤍']"
144,LGqP8_7iosU,"['🌹🌹🌹🌹🌹🌹🌹🌹', 'Miss Dior 💖🤗🙏🌺', ""C'est tellement beau."", '💗💗💗💗💗💖💖💖💖❤️❤️❤️❤️❤️😍😍😍😍😍😍😍👏👏👏👏', 'This is art ✨🤞', 'Soo beautiful', 'first', '💗', 'Love from america', 'I thought roses are picked early morning before sunrise? Or at least Bulgarian roses are.', ""C'est belle🌺"", 'All contents of Dior are always interesting and these flowers are just really I am in love with them ❤️', 'Very beautiful video! Please formulate a few perfumes made with only natural essences and offer them to the public.', 'Loved watching this. Beautiful.', 'Absolutely amazing :) I can respect that dream - one hundred percent. I think the original creator of Dior will be super proud of you all. You really go the extra mile to keep his vision alive.', '💗💗', 'That is beautiful \nThank you for sharing! \n✌🏽❤️\u200d🔥🎶♾', 'Flower petals soft as silk', 'Wow, the flowers are beautiful! Thanks for sharing.', 'So beautiful 😳🤍']"
145,xAF63cRmi8w,"['This show has brought menswear back from the dead.', 'Gorgeous', 'wow stunning ♡']"
146,AcR0eN7moM0,"['Harry styles X Sebastian stan =  Thomas Doherty', 'Hes adorably an awkward cute handsome hybrid', '--', 'HE’S BRITISH ?', 'Love this', '😄', 'Be happy', '💜💜💜', 'Interesting! I would love to see more Dior backstage!', 'CHUCK BASS', 'THAT JAW!!!', 'Qué belleza de hombre !!. Ojalá su interior sea como su fina y cálida imagen , digna de Dior .', 'Why his hair looks like that lol', 'Added to my case profile.', 'I really love designing clothes and I wanted to become a designer and singer', 'This man is so perfect!', 'Love dior', 'first', 'Almost all my favourite celebrities or any other famous celebrities always choose Dior. It represents the royalty of dior', 'Thank you for sharing. Beautiful design. ✌🏽❤️\u200d🔥🎶']"
147,-Avh_23YfKA,"['All the comments here are batman references 😭😭', 'Shes so luckyyyyy', 'Smells like vengance', 'cant believe i just search up an ad.', 'The vengeance fragrance', 'My BF loves this and so do I. \nThe smell is sophisticated and masculine. A few sprays last all day even the toiletee. Highly highly recommend', 'What the fuck', 'Vengeance', 'MAN OF THE YEAR', 'WHERE ARE ALL THE COMMENTS LMAOAOAO', 'OH GOOD HEAVENS😭', 'What’s the name of the song?', 'playboy Wayne vibes', 'Ciaone.😭❤', 'the punches, the movement of the mouth...', 'Robert Pattinson is my favourite', 'I usually buy the colognes based on the comercial, that’s how I got the Johnny depp one and I will get this one also', 'How handsome is this man, Jesus Christ 😍😭😍😭😍😭', '🙄🥰🤤🤤🤤', 'That’s a sexy and passionate couple']"
148,G02X2TazXqk,"['--', 'It’s perfection', 'Está máquina e Sup..\nEste Don? de espirason maravilhoso 🌟⭐', 'Very beautiful!', 'I loved the long skirt but the top was kinnda weird for me.', 'A lot of works only for a pretty young tall lady', 'Why…. A minute Dior? Whhhyyyyyyyy']"
149,r2qptdk0Ybo,"['--', 'Wow adding some creative flavor', 'Heart Evangelista ...love you', 'The art is obviously of the secret elite order. Demons & Devils that influence this world.', 'This feels like a religious experience I wont lie. The art is absolutely stunning. What a privilege and honour It must have been to be able to see this in person.', 'Woooow 👠🧥👡🌹👍👏', 'Séculos de adoração primitiva', ""The paintings are so like Moqarrameh Qhanbari's works"", 'HEART EVANGELISTA, YAZZ! PHILIPPINES REPRESENT.', '♥️', 'Heart ❤️❤️❤️', ""1:28\nThat's my favorite"", 'HEART EVANGELISTA!!!', '💜💜💜💜🔥🔥🔥🔥', 'Beleza pura,,', 'The art in itself was an experience. It really complimented the clothes by making the colors pop, and the embellishments stand out. Every piece was gorgeous and unique with their flowing fabrics and clean lines. Very nice collection.', 'OMG!!! Heart Evangelista💖', 'Wow!! Heart is so pretty', '*Liking this video because of Heart Evangelista! **#HeartEvangelista** **#LhuvLhuvLhuv**!*', 'Love the white gown 💋']"
150,tiv7SmCz5XI,"['😘💕', '--']"
151,-30YAX0IToc,"['--', 'I love Rosamund Pike very much, but this look belies her exquisite beauty. Just ugly.', 'She deserves Oscar 🥰', 'my aunt maked up her !! so luckkkyyyy😍', 'Su francés es demasiado bueno. I love her, she is sublimely great.', 'She is the most elegant, posh looking woman ever .', '😘😘😘😘😘😘 Lovely.', 'She’s so well spoken', 'STOP IT THE FRENCH IS SO HOT', 'So lovely see you here, take care', 'Her French is so good...she losing her Brith accent when she talks.....simplement sublime.....j’adore.....ou j’adior.....😘']"
152,L5FKPKCGPlM,"['Beautiful process to watch 🤍🤍🤍', '🖤🤍🖤', 'Beautiful', ""Beautiful bag and so timeless. This is a grown up bag that should be the aspiration of any woman when she reaches her 30's and wants to be taken seriously."", '--', 'Dior always creative. No words to explain. Thanx Dior 😘😘😘😘😘', 'Wish someday can buy dior bag', 'I am the second \nI think I won a dior bag', 'aku menunggu 💕']"
153,g-VWX-nYefs,"['Arte! 🥰👏👏👏👏👏', 'so beautiful that the person wearing the dress can feel beautiful as a princess', '“”Haute Couture” ?! But a sewing machine?', '⚘⚘', 'so cool😍🥰', 'Morocco Welcome to the science of fashion', 'オートクチュールって素敵', 'Сюда фирму мою!', 'so pretty', 'Enhorabuena. Maria Grazia siempre sabe encontrar a la mejor gente para el mejor trabajo. No se limita jamás a unos talleres determinado ni a una determinada ciudad.\nLa calidad se busca y se encuentra por todo el mundo.', 'Qué finura ! Dior por siempre .', 'incredible work', 'Nice!', 'Dior 💖', 'Magnifico 👌🏼', '👏👏👏', 'First,love Jisoo and DIOR💗', 'Que bonito trabajo', '😲😲😲😲😲😲', 'So beautiful ❤']"
154,916o4mN-qKk,"['--', '💙 it was a fantastic show', 'I wonder how it would look with a red eyeliner', 'Love from america', '👍👍', 'I want it']"
155,gRiYGE6e47M,"['Good 🌹', 'Cool', 'Wooow nice video', 'Good video', 'Very good good very good 👍', 'Love Dior!', 'Amazing beautiful:)', 'Amazing', 'Amazing!', 'Amazing embroidery I confirm 😍😍😍', 'Beautiful jewlery!', 'Nice video 👍👍👍', 'Great video', 'Nice', 'Нормальный показ яд нахуй не нужен к своему хйуплету ядом проходи this my gerfriend', '--', 'Belíssimo simplesmente..🌟', '💮', 'Exquisite!! Precise!! Dior 💖', '😍😍😍😍😍😍👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻😍😍']"
156,7dd_9u26sXc,"['--', 'Tudo muito lindo!\nGostaria de saber onde encontro essas plumas e penas?', ""The 2022 collection from Maria Grazia Chiuri is the best I've ever seen!""]"
157,OM99ggMmI04,"[""I'm subscribed"", '--', 'D’ ou vient que cette action de broder ou simpl le trava de couture me semble millénaire et  à la racine de l’ humanité ?.  En bref c merveilleux', '😍😍😍', 'I have imagined myself coming home late one evening after wearing this or some other fantastic ostrich feathered Chanel something and throwing it across the couch or on the chair in my bedroom and having it slide to the ground by the morning, then finding my muddy hound dog curled up sleeping on it or our kitten attacking the little  balls or sequins.', '✨✨✨✨✨✨✨✨', 'Высокое искусство']"
158,Na9nmMb093M,"['💕', '--', '이거 진짜 예쁘다', 'Maria grazia, The Best! ❤️', 'Gerth', 'I don’t like the big front logo, looks cheap and bad taste.']"
159,_2UMZQwgOzU,"['--', 'DIOR']"
