,video_id,comments
598,0J8YW9K8qGU,"['all their work is 🚀💕💕💕💕💕🚀', 'I am very like', 'I want to steal all the tiny outfits....', 'WOOOOWWWWWW', ""I love how most of  the comments don't have a single reply-"", 'Absolutly amazing❤', '😍😍😍😍😍!!!!', 'these would be great for BJD Dolls!!!!', 'I design & sew a lot of doll clothing in 1/4 and 1/3 scale ~ the work these designers do in managing both fabric weight and seam allowance bulk is truly amazing! 💙', 'Pieces of art 🤩', 'Even the people here look like artwork themselves, \nMagnificent', 'Маленькие в сто раз лучше больших. Эти коллекции нужно продавать отдельно. Процесс конструирования меня просто завораживает, можно смотреть бесконечно, а главное появляется желание сделать что-то подобное, только намного лучше и интереснее, разумеется.', '😘😘😘😘😍😍😍😍😍😍', '人間の女性が着用する洋服。\n胴体と足の長さは一般的に胴体の方が長いとされる。', 'Such beautiful work ❤️', 'Beautiful!', 'Doll lovers will love these wonderful designs❤', 'I just want to go visit the house of Dior and record each and every single last little thing. I might 😭 cry.', 'Great idea to practice on small mannequins to create big projects over time.', 'Amazing!']"
599,3Lf3bbYcNd4,"['Does anyone know how much this costs?', 'Look at how merchandise controls children starting at a very young age these people are sick', ""If I could afford one I wouldn't wear it I would just put on display in my room 🥳"", 'damn u can see how expensive it is by looking how it is made', 'Dior cosa mene frega di quella gente e moda', 'R these on market size 11', 'Pure vanity.', 'Looks like good workboots', 'We need a Jordan 4 x dior Collab', 'Let me get a pair haha I’m broke', 'Is that the guy from sicko mode?!😱😱😱', 'DIOR SUVAGE🤍', 'is that Travis Scott?', 'yea and you make it where no ""Modern"" man can afford it.', 'overprice', 'Literally the best shoe ever made', ""Seems it's very popular in Africa....."", '2:44 have they not seen how  jordan dress off court???', 'This would be nice if I could afford it', 'Now we see why they are expensive']"
600,6xfMgWUnU5s,"['Amo Dior!👏🏻👏🏻👏🏻👏🏻', '👍', 'Rose Kabuki 💞', 'Amazing 🌷', 'Well done', ""J'aime Dior"", 'Me gusta. 👍  tres bon', '🌹', 'nice', 'Amo el trabajo de Dior ❤️❤️']"
601,BTOkxUMwXS8,"['DUCCIO di Matteo Garrone (2020)', 'The film is astonishing for textures & colours have an amazing depth & range resulting in a superreal quality. I thought the the music was masterful,perfectly propels this forested fairy tale of nymphs in the perfect gowns.  BRAVISSIMO !\n\nSydney, Australia', 'French elegance and quirk steps into a Botticelli dream.', 'Damm I thought the sceneries are CGI', 'Beautiful production, stunning gowns, Bravo to the entire Dior team!', '👍', ""Where on earth was this shot? I didn't know there was heaven on earth"", 'Hands up!', 'Bravo!', 'I am IN LOVE with this project!! Matteo, where was this shot?  It is just magical XOX', 'WOW, Can’t Wait !', 'The full piece was gorgeous 😍 a wonderful tribute to Pre-Raphaelite and the Greek myths ❤️ almost like a moving painting ❤️', 'Precioso 💖', 'Everything is just spectacular.', 'nice', ""I am impressed by Matteo Garrone's work here. Visual poetry that really compliments Dior's heritage. Magnificent! 💚 Instagram: @theemerald_co"", 'Che meraviglia 😍😍😍😍😍😍😍😍😍', 'Where can I see the finished show', 'Beautiful picture of the Greek mythology correlated with the Maison Christian Dior Couture, Bravo Matteo Garrone!']"
602,ZK1hGDkSGJY,"['Bravo, bravo, Maria!', 'The genius who celebrates the real, and delicate, Beauty. Chapeu!', 'Fabulous !!! The film as the collection !', '❤️❤️❤️', 'Ms.Chiuri, this is pure art. Thank you so much. Im in love with Dior again', 'Ms.Chiuri, this is pure art. Thank you so much. Im in love with Dior again', 'Lindo e poético , parabéns!', 'Great job Maria mam, thank u for being a person who could inspire', 'Fantastic', 'we need another barbie dior doll!', '👍', 'Wow so beautiful', 'Felicitaciones Maria. Congratulations to Maria Grazia and all the team at Dior 💞', 'LVMH made the right decision to hire Chiuri for this job, what a talented and remarkable woman she is...', 'Felicitaciones para Dior y Maria Grazia. Es un bello concepto de fantasía para los tiempos actuales.', '❤', 'great job!!!', 'What a Masterpiece!... Who is the composer of this beautiful Music theme ?........', 'What can we say, Dior this collection is the best, the best of all.Bravoooooo, Maria', 'Beautiful mancraftship. Dior Is feminity AND delicacy. A story very well told']"
603,yxBFwqRbI8c,"['I love these cinematic aesthetic videos <3', '2022 still here n amazed!', 'This might be the start of my high fashion addiction', 'Hands down to our seamstresses and artisans! They did a great job ❤', 'Freedom in the flow of the fabric and dresses', 'Speechless. Just Beautiful', 'Absolute heaven, the production, the landscape, the beautiful girls and boys and the dresses...this is paradise.', 'This is so beautiful esp those miniature dress!!', 'i wish to have a movie like this', 'It took my breath away!!! Wonderful!', 'it was over too soon!', 'ع شاهد موجود ♥️', 'Тонко, женственно, волшебно, изящно, таинственно. Какой фавн.', 'This must have cost a lot to make but it is lovely to see. I wish more big designers were as innovated as Dior.', ""ok but where's the diversity"", ""omg who's the model at 7:32??"", 'Stunningly magical...', 'Name of song?', 'Stunning work !\nWauw !🇫🇷😇♥️', 'Как фильм называется скажите пажалуста']"
604,PUEouW79cr0,"[""Me and my mum are obsessed with Dior products. I think this is one of the most beautiful brands I've ever seen. It's so elegant and fancy that I wish I had enough money to buy one or go to one of your live shows."", 'Beautiful 😍', 'What exactly is the abc in abcdior?', 'AMAZING', '✨✨✨', 'Beautiful bags', 'Where can I get Lady D personalized in LA area?']"
605,-JjJv0-YkZY,"['Beautiful ♥ ️', 'Yasss !!! Maria Grazia needs to do more this !!! She has a cinematic eye to present fashion in the day-to-day concept, which is lost in a theatrical runway show !!!!', 'Lovely Dior ❤️', 'ONT ADIOR DIOR !', 'Oh shit. Very cool.', 'I like the girl all the way to the right in the thumbnail.', 'I was searching for pop smoke DIOR', 'Wow...,summer time,😍😍😍👏👏👏👏👏', 'Looks so amazing', 'Beautiful vídeo ❤️🌏🌺❤️']"
606,9VEPlRYV3ng,"['Love love love', 'More Dior🤗❤', 'What a life tapestry! We are a product of the tapestry life weaves for us.', '我喜歡DIOR的香水', 'Balade enchanteresse..Merci Monsieur Christian Dior..accessible ou non, à regrets, vous sublimez aussi les esprits. Merci.', '👍', '❤️❤️❤️', 'i love ❤', '❤🤧🥺']"
607,qw04AQpeXY0,"['Complimenti', 'So inspirational and beautifully done']"
608,xhxV89PkLD8,"['So pretty Jennifer Lawrence 😘🥰', 'She is ✨beauty✨', 'Queen JLaw always perfect⭐✨', 'She my idol bruh she really did make me rethink my life in a amazing way hands down to her she the best I hope she succeeds even more', 'Music?', ""Wow!!!!!! It's amazing. She looks gorgeous😍😍😘😘"", 'Love', 'She looks so pretty and elegant...', 'Thats beauty', 'Beautiful ❤️', 'Ur so beautiful Jennifer', 'Jen 😍', 'Omg yass, I love JLaw, she looks like a queen!', 'Muse✨✨✨', 'Beautiful!!', 'She‘s too pretty', 'Dior, always and forever ❤️', 'Love Jlaw♥️😍', 'Katniss in the Capitol be like:', 'First']"
609,6YIAidw_Npc,"['Butuh berapa lama buat jadiin satu tas?', 'Video Game - Lana del rey', 'Super', 'Borsette lulastilisteassasineoruneper il mondo', 'no wonder thses high end bags are so expensive', 'Such art! ♥️', 'The whole process is so awe-inspiring 😍', 'What a great video!! I love your style! So gorgeous! i actually just got a new bag as well from   @ gurep.com .Think I’m going to order one more there !', 'Interesting', 'That charm...', 'Oh this is why branded bags are expensive, because they make it carefully one by one. This is art', 'The HARDWARE 😀😌😔❤️', 'Omg this so satisfying.. and it gives expensive feelings 🤭🤭', 'Wauuu, increhible... Y al final magnífico, saludos de Bolivia.', 'i’ll have a Lady Dior bag someday, soon.', 'OMG its bag of dream!very very cool', '🤯♥️♥️♥️♥️♥️', ""that's art"", 'My favaurite dior purse', 'I love jisoo and dior']"
610,gwBmu6zgLkM,"['Wonderful!', ""How can I buy this? I'm from Saudi Arabia"", 'This is wonderful ✨✨✨✨', 'The design of the watch is wonderful.~👍🏻\nI love the video.~💎', 'Es perfecto 🥰🥰🥰', 'it’s beautiful', 'Beautiful ❤️']"
611,R7r3uUn-d0Y,"['So much twinkling', 'SHE IS  SO CHARMING', 'gurl um ...', 'She is charming😚', 'She looks like Dwight from The Office (US), the same facial expressions! 😍', 'Amazing Queen']"
612,z3Hx6Ca8JXc,"['😢', 'I love this commerical', 'Pop smoke', 'Song?', 'That’s unrealistically amazing', 'I need to know what track was used for this', 'What’s the music?']"
613,f81Dn2Sn0Ks,['😍']
614,P2xo1e5WDJk,[]
615,RhZMTGdiBns,[]
616,nKdFK1py0KA,"['Bello', '♥']"
617,SoSS3xt1VsE,"['magnifique', 'i want this bag', 'I love them!!😍😍', 'So beautiful 🎭🥀', 'Gorgeous new leather colours', 'First', 'Beautiful!', 'First❤️', '馬の鞍に似たデザインは昔日本にもありました', 'Cuute❤️']"
618,u9NuJLdZxRo,"['Its just soo chic❤️', 'Stunning', 'I like how Christian Dior has 853k subscribers, millions of views in their whole count, and 376k view count on this video,\n\n\n\n\n\nand yet we only have 13 comments.', 'Uah Beautiful 😍', 'This is amazing! I really like the sketch drawing! I draw too, i hope one day i can draw these designs Dior!', 'Beautiful', 'The same colour of my graduation dress', 'So beautiful 😍❤️❤️', 'Such a stunning top handle clutch.', ""Idk why there's only two comment"", 'imagine all these beautiful flowers on a Lady Dior😩💟', 'Great little evening bag.', 'Exquisite!🥰🥰🥰', 'Beautiful!!!!!']"
619,tOyo8U-JeEU,"['Che bello a sorpresa ! Grazie cara Giovanna , ti sei rivista in alter ego ? Mi sono improvvisamente ricordata di una giovanissima graziosissima danzatrice ......E la tua Caterina cosa dice ? Le piacerebbe ?', 'Grazie!', 'Bello! Grazie!', 'Thank you so much sharing this! This is valuable.', ""Merci beaucoup! Je suis une musicienne mexicaine, mais autre de mes rêves est peux célébrer l'existence de la musique avec la danse. Ah, je l'aime!"", 'Gracias 😍😍🥰✨✨', '❤❤❤❤❤❤✨', 'I love her routine~~Merci beacoup!!! and all of Dior dance wears are Gorgeous@_@', 'crying :-)', 'Thank you for the beautiful example of these ballet movements and taking your time to share them with us.  I’ve never taken ballet, but saw how hard my sister worked at it.  She started late, but had quite a lot of dedication and got as good as she reasonably could for how late she started.  Those beautiful movements you make look so effortless require so much hard work and dedication.  I tried to follow along at home a little, since I need the exercise and it was fun, but probably looked hysterical, were anyone watching, which they thankfully weren’t.  Anyway, even my extremely modified versions of the movements gave me a nice workout and much pleasure seeing a true artist and athlete perform them.  So thank you again for sharing with us.', '🌟🤍🌟', '👍', '🌷👈👈👈', 'Gracias por las lecciones, a practicarlas en casa. Thanks for sharing that.', '🧡', 'Merci ✨']"
620,xpVTRP5Rovk,"['Tellement beau! Merci.', 'Very nice to see this collaboration and support for our art!', 'I’ve never done ballet in my life and yet I will be attempting to follow along 😂', 'Please continue this series. Its lovely and informative', 'Very nice Christian Dior. It means a lot to me as a ballet dancer to see your support for this art. Thank you', 'Très beau spectacle!', 'Dommage qu’il manque d’un pianiste!', 'Very nice and gratious intimisy!', 'Mille grazie', ""i'm in <3 w him."", 'Super, merci!', 'magnifique! Merci!', 'Thank you so much for this 💙💙💙💙💙💙💙💙💙💙', 'He is beautiful', 'Très pédagogue ! Super', '빤쯔만 입고..📄🖋', 'Thank you- what a treat!', '😍😍😍❤❤❤', 'Gracias  :)!!!', ""Germain je t'adore , tu es un garcon et un danseur merveilleux !""]"
621,OTNnAEBF8gU,"['Just perfection at the Barre.Thank You So much for this .🙏🏽', '👏👏👏', 'I am grateful for the fine examples. I would like information about the motivation for each aspect of the improvisation.', '1:11', 'great male dancer', 'Thank you ♥️', 'Bonjour de vos amis de Paris.\nBon courage et merci pour ces bons et beaux moments.', 'This guy is incredible.']"
622,QdRyZs5xWpM,[]
623,ZESWE3myVLk,"['fascinating', 'THIS ITS MODA!!1950-1960!!', 'such a fascinating piece of footage to watch again and again, im glad footage from history has survived to this day for us to view', ""c'est magnifique et tres tres belle.. J'adore monsieur dior."", ""J'ai jamais entendu autant d'adjectifs en si peu de temps"", 'Viajando na incrível historia Maison Dior. Me apaixono cada vez mais\n Gratidão', '❤️❤️', 'He was a true legend and inspirational designer. I adore Christian Dior. ❤', 'I wanna be like Christian Dior was, which I been dreaming of. 😍💖👗👠👜', 'Wow what a beauty, those are drop dead dresses!', 'Does anyone know the name of the blonde model? She was absolutely gorgeous.', 'I’ll never understand how the “junon” wasn’t the icon of the collection', '😍😍😍🥺🥺🥺💖💖💖', 'Watching this video is a real pleasure 💕', 'That monsieur in the front row is the late Brazilian playboy Jorge Guinle.', 'Perfeição!', 'Hermoso video.!!', 'Senti que estaba ahí sentada viendo el desfile ! Fue asombroso', ""This soothes the soul when you're someone who doesn't like the athleisure  trend."", 'Wow! To see Junon fresh, new, and on a live model rather than a static mannequin. What a sight to behold! <3']"
624,FLWDWzMrkBE,"['Absolutely brilliant, stunning, elegant and revolutionary. The craftsmanship of each piece is inspiringly astounding. Just lovely.', 'Я бесплатные консультации недаю', ""Formidable.  Rempli d'émotions et d'esthétisme.  Œuvre d'art."", 'Wow', 'Glamour', 'beautiful', 'Christian Dior INSPIRATIONN 🙏', 'I think this video is one of the most beautiful documentaries.', 'Absolutely sublime', '😘🇨🇵', 'Designers partnering with museums to display their collection is a GREAT idea!', 'Absolutely fabulous!  Dior is one of my favs, from fashion to perfume.', 'Wonderful WHAT YOU WOULD EXPECT FROM CHRISTIAN DIOR♥️🤗🥰👍', 'Christian Dior’s new look was designed to use as much fabric as possible.  The mills needed to rev up for domestic sales instead of military uniforms.', 'Dior Galliano was the period of change and rebellions, he for me did the impossible possible.', '都是老梗，了無新意！傻瓜才買！', 'bellos vestidos buena pasarelas', 'fashion', '와우 🖤💖', '💙💛👍👍👍👍👏👏👏👌👌УКРАЇНА КРИМ ЯЛТА💙💛UKRAINA KRUM YALTA.']"
625,lKqlrOtf_R4,"['Eclectic farrago', '😍😍😍😍😍😍', 'Love her so much 🥰🥰🥰🥰🥰🥰🥰🥰🥰']"
626,szk4rnIODzU,"[""quel est l'équipe techique  nécessaire a réaliser cette pub ?""]"
627,XDlRe6fIW_o,['I need a scarf tying tutorial']
628,lM9HsYpScL0,['mon Deux? )']
629,EkCJbXLR2TU,[]
630,J8E7oH0D1PU,"[""On ressent bien l'amour de cette femme envers son travail !  Un travail d'artisan a toujours ce coté vivant, heureux, paisible... Bel episode."", 'first comment']"
631,RBbHnOplnDM,"[""who's the producción designer ?"", 'The man behind the masterpieces!']"
632,onYmHOSKZhY,[]
633,B7JjJHUwqCE,"['😭😭😭', 'tiqqunism has taken a rare L today']"
634,gNmogtqcLt4,"['I love this, please keep making interviews on inspiration and the behind the scenes of the Dior collections, a brand as interesting and creative as Dior, really impacts future designers and the fashion industry.', 'Stunning! 🙂']"
635,tCjp2h5rnMs,"['💜💜💜', 'She’s amazing', 'Favourite human on earth', 'Liza is the best human on the earth, oh my God! What a wonderful woman', 'She looks great in Dior...love..love..love her', 'She is too cute :x', 'How in the world does this have only 5 comments', 'I love liza ❣️', 'She’s cute', 'great choice for picking liza she is an icon! i lov you liza u great!', 'loooove you liza ❤❤❤❤']"
636,0MtNU5p_70o,['ok']
637,lH6aFBPVshE,['CARLA ❤️']
638,3f_Sb_X_UkM,['FIRST']
639,BlyQPLW40L8,[]
640,XhOeVYmatJw,"['Nice fashion video 👌', 'Dior 🔥', 'nice walking', 'Love it', 'Uauuu 🤩🤩🤩🤩', '😃', 'I wish I were there', 'Nice', 'Nice video!', 'I love it!', 'Yes', '👏🙌', 'Nice', 'Great', 'Good video\n\n\n.', 'Nice 👌', '1 Word 1 Sign Dior ❤️', 'i love dior', 'Wow', 'Dior is best']"
641,rlkEdyqbZko,[]
642,23jPUk_SlIc,"['Hello 😎✌️', 'Hi']"
643,4p_nW_dCzsw,"[""It would have been nice to see the other model's face. It's weird looking at the back of a Man's body throughout the whole video like he's not a person.""]"
644,gVwRXbXA36E,[]
645,o0U9cODP01M,[]
646,eEwJmr6BLXA,[]
647,v-VcuaFn5G8,"['I love this encore', 'This is definitely no where near the curvature accentuation of the original. This is more of a square suit very flat', 'I really love this format of video, I’m fascinated by watching tailors working and id love it to see long form videos like that. The closest I’ve found are ASMR videos but no I want the relaxing music with the great visuals! Just like this! But 20 min to an hour long! I can’t look away everything is so precise.', 'Well done man', 'I can’t take it when these wonderful videos are only one minute and six seconds long 😩\nI need at least three-four minutes lol', 'I love the classics. DIOR 🧥❤️🧥❤️🧥', 'Only i am a fan, but i\'m reading the ""Christian Dior y yo"" & my dream it\'s one day visit the atelier and meet all people behind Dior\'s House', '🖤', 'Also first comment']"
648,pjYSBMTINgE,"['This is Art', 'So delicate and beautifull', 'First comment']"
649,fMi7TsGQCY0,"['that musical background do you know what artist it is?', '🙄', '🔥🔥🔥🥰🥰😍😍. I love DIOR.', 'name of the 2nd song ?', 'perfect', 'Superbe', 'That’s cool']"
650,p9DKqnR1-Fs,"[""My favourite perfume!!💝 It smells beautiful, and it's my favourite colour PINK!💗 The bottle looks classy, very elegant! I love smelling the fragrance when I'm wearing it, and people always compliment how nice it is!🌷🌹"", 'Is a magical rose scent!!perfectly balanced with the bergamont and the white musk.', 'This perfume smells wonderful']"
651,gh6Xyw0NzQo,"['Imagine Jisoo in this dress', 'This inspires me more to become a fashion designer', 'Qué hermoso vestido!!', 'The dress is wonderfull', '🥵🤤', 'Epic detailing', 'I want to be one of those creative designers one day', 'JISOO MUST WEAR THIS DRESS❤️', 'So talented, amazing work. I love Dior', 'I want Jisoo to try that dress', 'Jisoo would look good on this', 'Fantastic, not fascinating yet to buy or crave for.', ""Delicatesse: that's what I said in Arabic: Dior."", 'أرق حياكة: Dior.', '😩💗', 'Every dress from dior looks like work of art now i understood why because they make every dress with their heart ♥️', '저런 드레스 죽기전에 한번 입어보고싶다ㅋㅋ', 'I fiori indossateli e andate dove si io', ""Tenetevele per voi gli abiti e di chi fa l'amica e istiga come qualche falsa"", 'For Jisoo💞']"
652,UmASjWxJuEw,"['❤❤💖💖👍👍', 'Thats fire soon', '👍', 'D I O R 😍']"
653,L4ps5NsKyQo,"['Whoever Juanpa marries is so bloody lucky!!!', 'Y juanpa  con su * wey, si me pega una patada...\nJajja lo ame', 'Is it just me or is Juanpa really rude??', ""J'aime juanpa et andy❤️"", 'Me encanto el video 😍😍😍', 'in case anyone is wondering the music clip is taken from vår - in your arms', '🇲🇽💕', 'Thanks to Dior! What a fun interview! I want to meet the bird who has waiting his whole existence to get a chance to show the world how Dior is really pronounced. 🤣😂', '🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽', '🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽❤️❤️❤️❤️❤️', 'Grate', '😍😍', '🇲🇽❤', 'You guys did awesome! Buen trabajo!👏🥰', 'Ya’ll talking about Juanpa and Andy, which is amazing. But all I wanna know is WHO FILMED THIS VIDEO!!!!!!!! Where are the credits for the person shooting?!!!!?!!!!', '😍😍😍', 'Zuricatas presentes en el canal de @DIOR 🤘🙌', 'Nada más entendí “gracias de verdad y hasta la vista” 🤣', 'Los amo tanto 😍', 'Los mejores ❤️🇲🇽']"
654,GhlMRipmUac,"['I m going to recreate this dress😍', 'Loool', 'My Dream dress😍🌺💖', 'I hope Jisoo can wear it one day too 😍🥺', ""'' What would you do for love?  ''\n\nI created My List Perfect！"", 'Stunning!!', ""Sia's songs are all used for perfume advertisements!"", 'Yes, Miss Dior 💃🏻very beautiful 🌹🌹🌹', 'I love this ads', 'Trés chic!❤️❤️❤️❤️❤️', 'Mantap', 'Awesome', 'amazing']"
655,p0RSnskKq_M,"['🔸🍒🔸', 'Love this diamond woven look. The bronze material makes it look metallic. Beautiful construction.', '🔥🔥🔥🥰🥰😍😍. I love DIOR.', 'VOILA', 'Absolutely stunning!', 'More Dior 😍❤', 'D I O R 😍']"
656,yS3JhE_mqrA,"['اجمل ايام وسنين. ليكم', '🌞💖🌷🌸🌷💖🌞', 'I can feel the movement of leaves floating in air', 'Красоту одежды испортили тощие голые тела', 'Such amazing artists creating this very beautiful fabric!', '31 years ago, my grandmother decided that I need to learn embroidery, then it came making lace (sun lace, motiv)...You need patience of a saint!!! I was eight years old...😳', 'Бесподобно!!!!', '👍👍❤️', 'Beautiful work!', '와 이쁘다...영화 같은데서 보고싶다 중세배경 고전극같은거 재해석한 작품이나 그런데서 모티브따온 캐릭터 의상으로 진짜 잘어울릴거같음', 'Everything Dior does is pure art', 'Thank you.', 'Incrível', 'I have done embroidery with metallic threads.  Nightmare. They break so easily.', ""I love these little snippets just a too quick look into such creative beauty   Please can someone in Dior do a documentary on one dress from concept to finish. I'm just so fascinating with wonderful beauty"", ""And that's what you pay for. Exquisite."", 'Délicate, sublimé matériels et unique travail.Absolument fantastique. Délicate art.', 'It’s gorgeous. I love 💕 the fact that the embroiders wear white coats like doctors 🥼 so clean and delicate', 'I remember when my mom brings home 2 peace of beads of gold and put it on our necklace used as pendant for me and my sister. My mon was a dress maker', ""Now i understand why it's cost so much!""]"
657,m2G6H2O300A,"['Absolutely stunning..miss my toiling days ❤️', 'Simplement marvillous', 'What fabric is this?', 'Ya..I want to learn', 'Espectacular!!!', '¡Por Diorrrr! Qué belleza.', 'Hong Bo is the best!', 'So nice', 'Jennifer Lawrence will look gorgeous with this dress', ""It's beautiful"", 'muy hermoso el vestido y la facilidad con que se ve que lo hacen hasta yo me animo a hacerlo muchas gracias por sus videos que nos permiten mirar como se realizan esos hermosos ,vestidos saludos desde colombia.', ""So this dress basically doesn't use any single stitch??.. Wow.."", 'Savoir faire! Wow !!!😍', 'D I O R 😍', 'Stunning', '👍', 'Woooow woooow bello bello 💙', 'Wow hire me.', 'More Dior🤗❤', 'Beautiful 👍👍👍👍👍']"
658,Ocjdar1yqW8,"[""that's Bruce Wayne before he turned into emo Batman."", 'Very, very good ad', 'My mom and I just watched this, speechless', ""Don't you just love it when Robert Pattinson's jawline"", 'this is gonna be the best commercial ive ever watched', 'i can’t exit the video it’s simply against my psychical force', 'Ok but the intense is just amazing', 'Why😭😭', 'LOVE LOVEEE BATMANN', 'que homem !', ""Seriously, it's a fragrance for men ... So do an ad with a man ..."", 'PELO AMOR DE DEUS', 'We want the extended version of this', 'Yep ! Still in 2022..🔥🔥', 'I wanna be that woman', 'Hottest man alive', 'god has favourites and it’s the girl', 'Oh my God I love this man 🤍🥺', 'Why is this SHORT??!!!', 'one second i']"
659,K178QS3kX9E,"['Just passing thur💯love this cologne it should be in the hall of fame in my opinion 5 spray all day ,  p.s. just pick up dior elixir a masterpiece all you need is 5  spray if you are going outside inside 4 spray thank me later thanks Dior 🙏', 'Dior Homme is very sexy , very well blended, a masterpiece indeed.  As a woman I can give 10/10 to this gorgeous fragrance.', 'Dior Addict ... what a masterpiece... to me nothing beats this fragrance, it should be in a museum 🙏❤️🙏❤️🙏']"
660,XyTpgjqmgeA,"['Thank you.', 'BravO', 'Masterpies', 'Eccellenze anche italiane !!!!!!!!!!', '👍', 'The work and cost that goes into these pieces is just amazing.', 'Wow 😍', 'Really nice']"
661,3Jcn9eB55nM,"['شكرا حلمى الخياطه', 'I want try it.', 'I do this kind of work. It is extremely meticulous and extremely satisfying!', ""It's a work of lots of patient's"", 'More Dior😍', 'Love Dior!', '💯👍', 'Beautiful art.', '😘😘😘', 'Fantastic', 'Wowww this much neatly. I love DIOR 🔥🔥🤩']"
662,7E9VSWGjSuc,"['😇 Yes Doutzen OMGoddes 😇\nIn Greek mythology, Zeus married Aphrodite to Hephaestus because he feared that her beauty would cause a war between the gods for her affection.\nI Love Owls.', 'Omg very Grace Kelly like', 'Doutzen Kroes is very beautiful', '♥️♥️♥️', 'so cute....', 'Doll💝💝a love', 'D I O R 😍', '👍', 'She’s so gorgeous! She even looks better throughout the years!']"
663,MvkXN0eI_iw,"['Thank you. As a young woman I was told a woman’s creativity was expressed in child birth and motherhood but she lacked the focus and intellectual clarity to make art. That was the man’s creativity domain.', 'What an exquisite collection.', 'Beautiful story, amazig craftsmanship, but such a poor design.. 😓', '🥰🥰🧜\u200d♀️', 'I just love how women are now taking over major fashion houses like Maria Grazia for Dior and Virginie Viard for Chanel.', 'Siempre me ha parecido más enriquecedor escuchar el concepto y artesanía de la colección que verla en si misma, algo no cuadra... Buen trabajo de marketing 👍', 'Brava Bravissima! Ha una delicatezza e un significato molto bello in ogni dettaglio!', 'واو تصميمات جميلة', '👍', 'Awesome couture collection Maria Grazia Chiuri', 'Bravissima! Complimenti, meraviglioso', 'i feel like i have seen almost every elements of the clothes in Pinterest and Instagram .', 'Amazing. I love Dior', 'sublimissime']"
664,rQ6UP1ZmNPQ,"['Amazing!!!!', 'Epic...', 'надеюсь я в свое время буду выглядеть как она))', 'She is a queen 😂😘😘😘😘', 'When 80 is still young !!!!!!', 'So beautiful 😍', '👍', 'Beautiful idea, i like it!', 'Nice♥']"
665,jYDFtOOkKs0,"['hello beautiful,,', ""You're so glamorous my love. \nStunning and perfect\nXOXO"", 'i saw jamie in 2：58', 'without luxury I am also happy but asked France give me the best of the best Champagne.', 'She made it #haute', 'I love the bags . Planning to get one soon', 'iconnn', ""she's a real life princess"", '👸😍😘😍🇵🇭', 'L to prepares attend Dior Spring-Summer, shike to see go behind the scenes , show Haute Costure in Paris!!.🌹', 'She is a princess inside out.', 'Love Doutzen❤', ""She's beautiful"", 'The moon 💖❤💖', 'This was so fun, thank you for showing us! ( =', 'D I O R 😘', 'HI  DOUTZY   YOU  ARE  GREAT', 'Ella me encanta es maravillosa', '👸💗🇵🇭', 'Doutzen ♥️ Dior ♥️']"
666,gjdvnSoTwM0,"['D I O R 😍', '👍', '1st', '💞']"
667,YSLpyH0GtDs,"['👍', '👍', '👉👉👈👈👈', 'I LOVE IT!!!', ""It's a nice question. What about history? We had women who rule in our past. Maybe modern women have to read more and develope their brains and not only appearance.""]"
668,tTXEDm17LwI,"['Wowowowoww', 'omg, first look is amazing *_*', 'What is the song?', 'Great job Dior', 'Awesome!', ""what's the song???"", 'DIOR X ROMA 🤩😍🙌🏾🙌🏾🙌🏾', 'Wow 😮 Brilliant work 😍😍']"
669,G2jVs8pEqxk,"['#WellDone with this past exposure! @DIOR #Equality #Legacy!', 'One of the lady mentioned that ""if a women can love, care & look after  her family so well,  therefore she can do the same for the world too."" -    beautiful', ""Where's that place I like to learn more about surface orienmantation ♥️"", 'One day dior , chanel,gucci ,prada   all these brand will prefer Indian crafter an artist...', 'Don’t know how on earth there could be 13 dislikes for this 🤔. Strange! It’s a wonderful thing women are learning and collaborating. That strength Should get a Zillion likes!', ""I wonder how they can speak English because i heard it hard to learn English for neglected class people in India especially for women. Maybe that academy has been teaching English for them? If it is, that's really cool."", 'Of all that Maria Grazia did for Dior, this is the one I like the most.', 'This should have more views. This is so beautiful in so many levels!', 'What is this book in the video ?', 'Looooove.', '❤️', ""wow, i like how they asked the women what they thought the world would be like! its astounding and affirming that the same, egalitarian empowerment is yearned for the world over, not just in the 'west'."", '❤❤❤❤', ""I'm so proud"", '👈👈🤝🤝🤝', '👍', 'Wonderful initiative!! And great work from the ladies!!', 'Prooooud! 💛💜', 'Idc about LV or Hermes or GC. DIOR is the best!', 'So true!']"
670,e7bMScAK-Ps,"['💪', 'el poder femenino...... GRANDE DIOR GRANDE....', 'I’m in love with everything about this ✨', 'finally it comes!!!', 'Will be perferct', ""I'd really to see Rosé or Lisa from Blackpink on the runway""]"
671,qxPgiv6Ce9c,"['0:23 well said somebody give her a raise', '🤗❤', '👈👈💝💝', 'Dépense which kind woman', 'There’d be more shoes and bags on the shopping lists']"
672,3NL_PXZ-0aI,"['There’d be more Dior dresses, perfumes and accessories in the walk-in closet', 'Awesome.']"
